subject_area,date,aggregationType
Computer Science Applications,2019,Conference Proceeding
Urban Studies,2019,Conference Proceeding
Computer Networks and Communications,2019,Conference Proceeding
Multidisciplinary,2023,Journal
Mathematics (all),2020,Journal
Agricultural and Biological Sciences (all),2020,Journal
Multidisciplinary,2020,Journal
Physics and Astronomy (all),2022,Conference Proceeding
Surgery,2021,Journal
Critical Care and Intensive Care Medicine,2021,Journal
"Safety, Risk, Reliability and Quality",2020,Journal
Engineering (miscellaneous),2020,Journal
Engineering (all),2019,Journal
Management of Technology and Innovation,2019,Journal
Environmental Engineering,2019,Journal
Building and Construction,2019,Journal
Geotechnical Engineering and Engineering Geology,2019,Journal
Soil Science,2019,Journal
Computer Networks and Communications,2018,Conference Proceeding
Computer Science Applications,2018,Conference Proceeding
Computer Vision and Pattern Recognition,2018,Conference Proceeding
Information Systems,2018,Conference Proceeding
Medicine (all),2023,Journal
Obstetrics and Gynecology,2019,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Education,2023,Conference Proceeding
Arts and Humanities (miscellaneous),2023,Conference Proceeding
Artificial Intelligence,2023,Conference Proceeding
Computer Networks and Communications,2023,Conference Proceeding
Information Systems and Management,2023,Conference Proceeding
Electrical and Electronic Engineering,2023,Conference Proceeding
Media Technology,2023,Conference Proceeding
Health Informatics,2023,Conference Proceeding
Engineering (all),2020,Journal
Computer Science (all),2020,Journal
Multidisciplinary,2019,Journal
Environmental Science (all),2020,Conference Proceeding
Earth and Planetary Sciences (all),2020,Conference Proceeding
Chemistry (all),2020,Journal
Mathematics (all),2020,Journal
Materials Science (all),2020,Journal
"Biochemistry, Genetics and Molecular Biology (all)",2020,Journal
Physics and Astronomy (all),2020,Journal
Social Sciences (all),2021,Journal
Civil and Structural Engineering,2023,Book Series
Pharmacology,2018,Journal
Drug Discovery,2018,Journal
Neurology (clinical),2020,Journal
Social Sciences (all),2022,Book
Arts and Humanities (all),2022,Book
Agricultural and Biological Sciences (all),2022,Book
Environmental Science (all),2022,Book
Software,2021,Conference Proceeding
Human-Computer Interaction,2021,Conference Proceeding
Computer Vision and Pattern Recognition,2021,Conference Proceeding
Computer Networks and Communications,2021,Conference Proceeding
"Pediatrics, Perinatology and Child Health",2021,Journal
Orthopedics and Sports Medicine,2021,Journal
Social Sciences (miscellaneous),2019,Journal
Sociology and Political Science,2019,Journal
Health Policy,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Political Science and International Relations,2019,Journal
Law,2019,Journal
"Safety, Risk, Reliability and Quality",2021,Journal
Engineering (miscellaneous),2021,Journal
Software,2020,Conference Proceeding
Human-Computer Interaction,2020,Conference Proceeding
Computer Vision and Pattern Recognition,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Artificial Intelligence,2023,Conference Proceeding
Computer Graphics and Computer-Aided Design,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Electrical and Electronic Engineering,2023,Conference Proceeding
Industrial and Manufacturing Engineering,2023,Conference Proceeding
Mechanical Engineering,2023,Conference Proceeding
Instrumentation,2023,Conference Proceeding
Artificial Intelligence,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Computer Vision and Pattern Recognition,2023,Conference Proceeding
Control and Optimization,2023,Conference Proceeding
Instrumentation,2023,Conference Proceeding
Chemical Engineering (all),2021,Journal
Materials Science (all),2019,Book Series
Mechanics of Materials,2019,Book Series
Mechanical Engineering,2019,Book Series
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Energy (all),2019,Journal
Engineering (all),2018,Journal
Energy (all),2022,Journal
Hematology,2023,Journal
Oncology,2023,Journal
Statistics and Probability,2022,Journal
Modeling and Simulation,2022,Journal
"Statistics, Probability and Uncertainty",2022,Journal
Applied Mathematics,2022,Journal
Discrete Mathematics and Combinatorics,2018,Journal
Physics and Astronomy (all),2018,Conference Proceeding
Decision Sciences (miscellaneous),2021,Conference Proceeding
Automotive Engineering,2021,Conference Proceeding
Industrial and Manufacturing Engineering,2021,Conference Proceeding
"Safety, Risk, Reliability and Quality",2021,Conference Proceeding
Control and Optimization,2021,Conference Proceeding
Transportation,2021,Conference Proceeding
Medicine (all),2019,Journal
Economics and Econometrics,2019,Journal
Accounting,2018,Journal
"Business, Management and Accounting (all)",2018,Journal
Finance,2018,Journal
Medicine (all),2018,Journal
Artificial Intelligence,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Hardware and Architecture,2020,Conference Proceeding
Signal Processing,2020,Conference Proceeding
Artificial Intelligence,2022,Conference Proceeding
Computer Science Applications,2022,Conference Proceeding
Control and Optimization,2022,Conference Proceeding
Modeling and Simulation,2022,Conference Proceeding
Numerical Analysis,2022,Conference Proceeding
"Geography, Planning and Development",2019,Journal
Instrumentation,2019,Journal
Earth and Planetary Sciences (miscellaneous),2019,Journal
Control and Systems Engineering,2020,Book Series
Computer Science (all),2020,Book Series
Medicine (all),2021,Journal
Energy (all),2022,Journal
Computer Science (miscellaneous),2021,Journal
Chemistry (miscellaneous),2021,Journal
Mathematics (all),2021,Journal
Physics and Astronomy (miscellaneous),2021,Journal
Energy Engineering and Power Technology,2019,Conference Proceeding
Fuel Technology,2019,Conference Proceeding
Energy Engineering and Power Technology,2022,Conference Proceeding
Control and Systems Engineering,2022,Conference Proceeding
Electrical and Electronic Engineering,2022,Conference Proceeding
Mechanical Engineering,2022,Conference Proceeding
"Ecology, Evolution, Behavior and Systematics",2022,Journal
Animal Science and Zoology,2022,Journal
Agricultural and Biological Sciences (miscellaneous),2022,Journal
Insect Science,2022,Journal
Paleontology,2022,Journal
Immunology,2018,Journal
Virology,2018,Journal
Infectious Diseases,2018,Journal
Neurology,2018,Journal
Neurology (clinical),2018,Journal
Behavioral Neuroscience,2018,Journal
Orthopedics and Sports Medicine,2018,Journal
Civil and Structural Engineering,2019,Conference Proceeding
Building and Construction,2019,Conference Proceeding
"Ecology, Evolution, Behavior and Systematics",2019,Journal
Plant Science,2019,Journal
Chemical Engineering (all),2023,Journal
Ophthalmology,2018,Journal
Computer Networks and Communications,2020,Conference Proceeding
Hardware and Architecture,2020,Conference Proceeding
Signal Processing,2020,Conference Proceeding
Energy Engineering and Power Technology,2020,Conference Proceeding
"Renewable Energy, Sustainability and the Environment",2020,Conference Proceeding
Electrical and Electronic Engineering,2020,Conference Proceeding
Control and Optimization,2020,Conference Proceeding
Health Informatics,2020,Conference Proceeding
Materials Science (all),2019,Conference Proceeding
Engineering (all),2019,Conference Proceeding
Information Systems,2019,Journal
Computer Networks and Communications,2019,Journal
Surgery,2018,Journal
Dermatology,2018,Journal
Chemical Engineering (all),2018,Journal
Pharmacology,2020,Journal
Pharmaceutical Science,2020,Journal
Artificial Intelligence,2019,Book Series
Critical Care and Intensive Care Medicine,2020,Journal
Environmental Science (all),2021,Journal
Language and Linguistics,2021,Journal
Education,2021,Journal
Linguistics and Language,2021,Journal
Software,2020,Conference Proceeding
Human-Computer Interaction,2020,Conference Proceeding
Computer Vision and Pattern Recognition,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Energy Engineering and Power Technology,2019,Conference Proceeding
Nuclear Energy and Engineering,2019,Conference Proceeding
"Renewable Energy, Sustainability and the Environment",2019,Conference Proceeding
Electrical and Electronic Engineering,2019,Conference Proceeding
Artificial Intelligence,2019,Conference Proceeding
Computer Science Applications,2019,Conference Proceeding
Control and Systems Engineering,2019,Conference Proceeding
Electrical and Electronic Engineering,2019,Conference Proceeding
Artificial Intelligence,2021,Conference Proceeding
Hardware and Architecture,2021,Conference Proceeding
Mechanical Engineering,2021,Conference Proceeding
Control and Optimization,2021,Conference Proceeding
Instrumentation,2021,Conference Proceeding
Computer Science (all),2019,Journal
Library and Information Sciences,2019,Journal
Health Policy,2018,Journal
"Public Health, Environmental and Occupational Health",2018,Journal
Analytical Chemistry,2019,Journal
Filtration and Separation,2019,Journal
Chemistry (all),2020,Journal
Nuclear and High Energy Physics,2018,Journal
Multidisciplinary,2021,Journal
Medicine (all),2022,Journal
Analytical Chemistry,2018,Journal
Biochemistry,2018,Journal
Plant Science,2018,Journal
Organic Chemistry,2018,Journal
Computer Science Applications,2022,Journal
Pulmonary and Respiratory Medicine,2020,Journal
Neurology,2020,Journal
Neurology (clinical),2020,Journal
Artificial Intelligence,2021,Conference Proceeding
Computer Science Applications,2021,Conference Proceeding
Human-Computer Interaction,2021,Conference Proceeding
Information Systems and Management,2021,Conference Proceeding
Biomedical Engineering,2021,Conference Proceeding
Media Technology,2021,Conference Proceeding
Ophthalmology,2020,Journal
"Economics, Econometrics and Finance (all)",2022,Journal
Environmental Science (all),2020,Conference Proceeding
Veterinary (all),2021,Journal
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Epidemiology,2023,Journal
Oncology,2023,Journal
"Public Health, Environmental and Occupational Health",2023,Journal
Cancer Research,2023,Journal
Health Policy,2019,Journal
"Public Health, Environmental and Occupational Health",2019,Journal
"Pharmacology, Toxicology and Pharmaceutics (all)",2020,Journal
Social Sciences (all),2022,Book
Materials Science (all),2018,Book Series
Mechanics of Materials,2018,Book Series
Mechanical Engineering,2018,Book Series
Demography,2021,Journal
Health (social science),2021,Journal
"Geography, Planning and Development",2021,Journal
Anthropology,2021,Journal
Sociology and Political Science,2021,Journal
Social Sciences (miscellaneous),2021,Journal
Conservation,2020,Journal
Urban Studies,2020,Journal
Nature and Landscape Conservation,2020,Journal
"Management, Monitoring, Policy and Law",2020,Journal
Statistics and Probability,2022,Journal
"Statistics, Probability and Uncertainty",2022,Journal
Instrumentation,2023,Conference Proceeding
Artificial Intelligence,2023,Conference Proceeding
Computer Science Applications,2023,Conference Proceeding
Computer Vision and Pattern Recognition,2023,Conference Proceeding
Control and Systems Engineering,2023,Conference Proceeding
Control and Optimization,2023,Conference Proceeding
Education,2019,Journal
Arts and Humanities (miscellaneous),2019,Journal
Environmental Engineering,2019,Journal
Building and Construction,2019,Journal
Geotechnical Engineering and Engineering Geology,2019,Journal
Soil Science,2019,Journal
Physics and Astronomy (all),2022,Conference Proceeding
Social Sciences (all),2023,Book
Physics and Astronomy (all),2019,Journal
Software,2020,Conference Proceeding
Human-Computer Interaction,2020,Conference Proceeding
Computer Vision and Pattern Recognition,2020,Conference Proceeding
Computer Networks and Communications,2020,Conference Proceeding
Control and Systems Engineering,2018,Journal
Computer Science (all),2018,Journal
Mechanical Engineering,2018,Journal
Electrical and Electronic Engineering,2018,Journal
Medicine (all),2018,Journal
Multidisciplinary,2019,Journal
Language and Linguistics,2022,Journal
Linguistics and Language,2022,Journal
Literature and Literary Theory,2022,Journal
Ophthalmology,2019,Journal
